name,ra,dec,lii,bii,cluster_radius,pm_ra,pm_dec,rad_vel,rad_vel_error,num_cluster_stars,distance
MWSC 5533,12.098,41.6,122.32,-21.268,  0.160,   6.00,  -1.45,,,     16,    2853
FSR 0749,83.028,41.618,167.79,4.423,  0.120,   3.19,   1.13,,,     64,    2300
Dolidze 44,307.447,41.635,80.1,1.5,  0.200,  -0.30,  -2.26,,,    105,    1499
Collinder 421,305.787,41.695,79.429,2.546,  0.210,  -4.50,  -9.15,,,    133,     758
ASCC 12,72.481,41.719,163.044,-1.862,  0.220,  -1.83,  -2.10,,,     74,     600
FSR 0719,71.061,41.803,162.294,-2.616,  0.095,  -3.32,   0.26,,,     50,    3500
Berkeley 56,319.41,41.817,85.976,-5.22,  0.100,  -0.56,  -0.07,,,     50,   13180
DB2001 17,310.317,41.86,81.565,-0.077,  0.070,  -4.86,  -5.82,,,     19,    4227
FSR 0714,70.695,41.917,162.029,-2.747,  0.110,  -1.42,  -0.20,,,     67,    1819
FSR 0271,319.665,41.92,86.183,-5.284,  0.155,  -4.37,   0.67,,,    114,    1599
Berkeley 70,81.441,41.93,166.876,3.607,  0.155,  -0.81,  -5.40,,,    133,    5001
Dolidze 9,306.42,41.953,79.912,2.308,  0.130,  -3.28,  -3.56,,,     64,    1063
FSR 0721,71.559,41.976,162.404,-2.222,  0.140,  -1.43,   0.20,,,     92,    3662
DB2001 18,310.339,41.98,81.67,-0.017,  0.095,  -0.28,  -2.25,,,     31,    1190
FSR 0265,318.202,42,85.486,-4.444,  0.155,  -3.77,   1.29,,,    174,    1476
MWSC 4131,124.823,42.035,178.668,33.542,  0.220,  -1.05,  -7.67,,,     37,    1058
Berkeley 68,71.115,42.1,162.095,-2.391,  0.165,  -5.86,   0.30,,,    160,    1800
DB2001 16,309.63,42.105,81.447,0.477,  0.090,   0.44,  -4.61,   -4.44,,     24,    1413
FSR 0717,71.535,42.13,162.275,-2.135,  0.080,  -3.13,  -1.48,,,     60,    1700
Dolidze 36,300.615,42.165,77.711,6.022,  0.110,   0.70,  -2.44,   77.00,   14.10,     51,     970
FSR 0245,309.525,42.225,81.495,0.612,  0.090,   1.98,   0.76,,,     21,    1186
Dolidze 8,306.127,42.27,80.046,2.668,  0.105,  -0.74,  -5.10,,,     26,    1078
SAI 47,80.985,42.323,166.36,3.546,  0.125,  -2.81,  -2.58,,,     82,    1523
DB2001 15,308.846,42.368,81.306,1.099,  0.120,  -0.26,  -2.26,,,     14,    1728
FSR 0734,75.832,42.39,164.075,0.5,  0.130,  -2.50,  -1.66,,,     84,    1532
FSR 0249,309.62,42.493,81.751,0.719,  0.155,  -0.91,  -1.22,,,     38,    1790
NGC 7044,318.293,42.495,85.893,-4.153,  0.180,  -4.06,  -1.22,  -50.56,    2.18,    279,    3171
FSR 0732,75.668,42.54,163.882,0.495,  0.120,  -0.23,  -1.74,,,     87,    2710
FSR 0232,304.579,42.625,79.69,3.81,  0.115,  -2.19,  -5.69,,,    139,    1546
DB2001 20,309.654,42.657,81.897,0.798,  0.080,   0.78,  -0.70,,,     18,    1818
Berkeley 12,71.108,42.69,161.644,-2.01,  0.170,  -5.57,  -1.34,,,    234,    3300
NGC 1039,40.55,42.79,143.665,-15.579,  0.730,  -0.28,  -6.73,  -18.20,    1.40,    513,     510
DB2001 22,310.649,42.946,82.572,0.398,  0.085,  -1.36,  -5.80,,,     44,    1891
FSR 0251,310.103,42.95,82.329,0.716,  0.120,  -1.77,  -3.28,,,    117,     857
Skiff J0458+43.0,74.538,43.007,163.003,0.129,  0.150,  -2.92,  -2.68,,,    113,    3000
FSR 0261,313.447,43.115,83.991,-1.086,  0.180,  -1.70,  -3.60,,,    199,     852
FSR 0328,338.363,43.263,97.911,-12.805,  0.085,  -0.63,  -2.17,,,     23,    5312
FSR 0481,7.234,43.279,118.593,-19.403,  0.110,   3.50,   1.31,,,     23,    2164
FSR 0330,338.548,43.34,98.07,-12.809,  0.187,  -1.86,  -1.45,,,    113,    1900
FSR 0331,338.685,43.44,98.21,-12.774,  0.185,  -3.19,  -1.09,,,     62,    3001
Berkeley 14,74.946,43.485,162.812,0.659,  0.165,  -1.80,  -2.98,    4.82,    3.74,    247,    5460
NGC 1664,72.808,43.66,161.704,-0.437,  0.310,  -4.23,  -4.20,   36.10,    1.70,    492,    1200
NGC 1582,67.875,43.79,159.25,-3.027,  0.410,  -1.67,  -1.64,    5.53,    1.00,    890,    1000
FSR 0258,311.197,43.888,83.558,0.668,  0.100,  -2.12,  -3.36,,,    107,    1238
"Herbig 1,CBJC 3b",314.579,43.894,85.116,-1.206,  0.080,  -2.81,   0.33,,,      8,    2183
FSR 0209,290.265,43.975,75.707,13.536,  0.113,  -4.22,  -6.97,,,     24,    1584
Teutsch 22,315.42,44.12,85.684,-1.514,  0.090,  -5.10,  -2.00,,,     82,    2629
FSR 0722,75.465,44.13,162.534,1.351,  0.115,  -1.25,  -4.59,,,     64,    2501
FSR 0560,21.997,44.155,129.822,-18.227,  0.150,  -0.11,  -1.95,,,     43,    1907
NGC 6866,300.987,44.16,79.565,6.835,  0.150,  -2.75,  -4.80,   13.68,    0.06,    209,    1326
FSR 0255,308.957,44.29,82.893,2.187,  0.115,  -2.17,  -3.66,,,     98,    1233
Wit 4,307.553,44.335,82.332,3.023,  0.150,  -1.14,  -5.44,,,    217,    1456
FSR 0270,316.046,44.345,86.15,-1.699,  0.095,  -5.26,  -3.93,,,    115,    1758
NGC 1193,46.47,44.38,146.806,-12.171,  0.080,  -1.47,   0.42,  -82.00,   10.39,     27,    6000
CBJC 4,314.073,44.39,85.257,-0.608,  0.115,  -6.78,  -3.67,,,     95,    1293
Berkeley 15,75.528,44.512,162.259,1.62,  0.135,  -1.29,  -4.23,,,    153,    1300
NGC 956,37.995,44.58,141.159,-14.704,  0.140,   0.98,   0.07,,,     52,    2613
ASCC 13,78.45,44.595,163.439,3.339,  0.680,  -1.35,  -4.30,  -16.95,    9.65,   1007,     800
Ruprecht 148,71.637,44.739,160.337,-0.386,  0.080,  -4.04,  -4.61,,,     42,    2800
FSR 0616,33.39,44.74,137.931,-15.727,  0.115,   2.50,  -3.77,,,     46,    1530
FSR 0736,82.281,44.77,164.839,5.684,  0.140,  -1.44,  -4.75,,,     89,    1800
CBJC 7,313.397,44.789,85.25,0.018,  0.090,  -6.69,  -2.22,,,     16,    4494
FSR 0273,315.435,44.8,86.202,-1.072,  0.130,  -5.79,  -0.90,    0.93,,    197,    2220
Basel 14,320.257,44.825,88.561,-3.551,  0.110,  -3.81,  -3.50,,,     81,    1802
ASCC 11,53.07,44.84,150.564,-9.231,  0.410,   1.26,  -4.75,    0.73,    5.64,    407,     837
CBJC 8,313.558,44.91,85.417,0.008,  0.150,  -8.03,  -1.10,,,    160,    2153
Berkeley 11,65.115,44.915,157.065,-3.661,  0.165,  -1.73,  -6.53,,,    188,    1964
NGC 6989,313.493,45.24,85.64,0.256,  0.190,  -4.85,  -0.58,  -28.00,    3.70,    389,    1905
NGC 1605,68.73,45.275,158.574,-1.571,  0.115,  -0.47,  -3.08,,,    140,    2600
Berkeley 18,80.603,45.405,163.648,5.05,  0.275,  -0.37,  -3.58,   -5.50,    1.20,    227,    5800
Patchick 3,79.147,45.605,162.901,4.326,  0.165,  -2.26,  -3.21,,,    171,    2991
FSR 0260,308.43,45.616,83.735,3.278,  0.100,  -5.90,   0.68,,,     63,    1318
FSR 0716,77.787,45.715,162.255,3.617,  0.115,  -2.06,  -1.60,,,     62,    4500
NGC 7039,317.763,45.733,87.994,-1.658,  0.290,  -3.29,  -0.48,  -11.60,    0.60,    623,    1550
FSR 0702,72.888,45.735,160.141,0.929,  0.070,  -2.75,  -4.91,,,     37,    2501
NGC 7093,323.61,45.915,91.02,-4.396,  0.130,  -2.65,  -4.06,,,    108,    2500
Barkhatova 1,313.433,46.025,86.214,0.792,  0.170,  -4.44,  -1.62,   -9.00,,    185,     912
Berkeley 89,306.113,46.045,83.14,4.84,  0.165,  -3.77,  -0.19,,,    237,    2839
FSR 0686,66.465,46.095,156.891,-2.158,  0.180,  -0.80,  -3.87,  -16.50,    4.50,    176,    1073
FSR 0241,300.728,46.195,81.221,8.051,  0.100,  -0.60,  -0.09,,,     36,    1037
Basel 12,317.61,46.235,88.289,-1.237,  0.100,  -5.06,   1.60,,,    130,    5664
FSR 0254,304.748,46.31,82.824,5.77,  0.190,  -5.93,  -6.16,   -9.10,,    100,    1073
ASCC 124,341.895,46.31,101.676,-11.387,  0.310,   0.14,  -0.78,,,    158,     700
NGC 7062,320.862,46.39,89.967,-2.74,  0.130,  -2.49,  -2.87,,,    136,    1600
NGC 6811,294.342,46.395,79.223,12.005,  0.200,  -5.68,  -6.70,    6.05,    0.95,    138,    1227
NGC 1883,81.469,46.49,163.081,6.156,  0.150,  -1.65,  -1.84,  -30.80,    0.60,     57,    5752
Basel 13,318.15,46.53,88.759,-1.307,  0.145,  -4.44,  -0.22,,,    209,    1313
NGC 7209,331.226,46.552,95.507,-7.262,  0.230,  -0.97,   3.79,   -9.70,,    258,    1250
ASCC 23,95.09,46.675,167.518,14.428,  0.375,   0.75,  -1.44,,,     96,     600
MWSC 5370,280.808,46.775,75.891,20.737,  0.135,  -4.60,  -0.50,,,     23,    1454
Berkeley 90,308.812,46.841,84.879,3.796,  0.115,  -2.09,  -0.63,,,     93,    2652
Juchert 20,62.708,46.868,154.499,-3.416,  0.110,  -2.36,  -6.11,,,     69,    2812
FSR 0275,314.137,46.883,87.183,0.976,  0.120,  -3.52,  -0.98,,,    160,    3948
ASCC 119,334.665,46.885,97.646,-8.348,  0.210,  -4.88,  -5.50,,,     95,    1200
SAI 141,315.939,46.97,88.058,0.106,  0.100,  -5.85,  -0.68,,,     58,    4940
FSR 0305,327.633,47.02,93.847,-5.379,  0.100,  -3.79,  -1.11,,,     55,    2443
NGC 7082,322.2,47.11,91.127,-2.86,  0.325,  -1.03,  -2.12,   -9.10,,    832,    1300
FSR 0293,321.975,47.15,91.044,-2.726,  0.085,  -2.59,  -3.45,,,     72,    2801
Teutsch 156,315.942,47.2,88.231,0.258,  0.140,  -3.46,  -0.96,,,    178,    5408
MWSC 5371,282.127,47.235,76.659,20.028,  0.140,  -3.65,  -0.91,,,     42,    1902
NGC 1245,48.7,47.253,146.654,-8.908,  0.370,  -2.06,   1.66,  -29.50,    1.00,    470,    3000
IC 5146,328.373,47.265,94.394,-5.506,  0.165,  -1.48,  -1.86,   -3.57,    1.65,     18,     770
FSR 0303,326.224,47.482,93.409,-4.411,  0.110,  -2.58,  -1.76,,,     97,    6002
FSR 0707,79.016,47.613,161.201,5.409,  0.115,  -0.89,  -2.33,,,     71,    2390
NGC 1798,77.91,47.695,160.699,4.85,  0.155,  -1.90,  -2.44,,,    178,    5247
IC 1369,318.048,47.755,89.602,-0.415,  0.165,  -4.02,  -0.91,,,    198,    2530
FSR 0274,312.277,47.88,87.143,2.581,  0.180,   0.53,  -0.45,,,    293,    2153
NGC 7067,321.053,48.02,91.202,-1.668,  0.115,  -3.01,  -2.67,,,     97,    2300
FSR 0282,315.555,48.105,88.734,1.054,  0.140,  -2.23,   1.44,,,    145,    2533
Berkeley 88,305.332,48.14,84.573,6.465,  0.105,  -2.49,  -4.02,,,     41,    5038
FSR 0371,346.314,48.248,105.287,-10.952,  0.165,  -3.93,  -1.35,,,    106,    3541
FSR 0291,319.125,48.355,90.533,-0.521,  0.095,  -1.19,  -1.27,,,     91,    3529
NGC 7092,322.95,48.45,92.414,-2.23,  0.900,  -8.38, -20.27,   -8.62,    2.97,    100,     310
Berkeley 91,317.715,48.535,90.018,0.281,  0.120,  -3.97,  -0.56,,,    121,    9471
Aveni-Hunter 1,354.293,48.55,110.463,-12.515,  0.400,  -0.05,  -3.60,  -54.30,   14.76,    126,     500
FSR 0674,63.094,48.728,153.417,-1.88,  0.130,  -2.37,  -1.78,,,     73,    3400
Melotte 20,51.675,48.8,147.487,-6.527,  6.100,  21.49, -26.11,   -1.44,    0.65,    621,     175
Basel 15,318.978,48.853,90.823,-0.104,  0.115,  -2.24,  -1.19,,,     37,     701
FSR 0318,329.661,48.967,96.13,-4.701,  0.085,  -3.03,   2.33,,,     53,    7002
Platais 1,322.515,49,92.581,-1.632,  0.140,  -4.54,  -0.50,  -15.40,    0.20,    118,    3508
FSR 0288,317.04,49.01,90.064,0.93,  0.100,  -1.17,   0.19,,,    129,    1734
NGC 7686,352.422,49.17,109.457,-11.551,  0.110,  -1.15,  -1.21,    6.00,,     41,    2100
Patchick 89,299.895,49.285,83.622,10.11,  0.095,  -2.28,  -3.63,,,     27,    3260
FSR 0284,314.125,49.367,89.069,2.593,  0.115,  -2.71,  -3.22,,,    121,    1887
Alessi 1,13.328,49.48,123.244,-13.391,  0.425,   6.13,  -7.53,    6.00,    1.80,     95,     750
NGC 1724,75.847,49.49,158.437,4.825,  0.130,  -0.40,  -4.43,,,     81,    2200
NGC 1513,62.425,49.51,152.564,-1.605,  0.155,  -1.08,  -3.49,  -15.13,    1.04,    266,    1400
BDSB 21,316.339,49.657,90.235,1.703,  0.100,  -1.86,  -1.33,,,    124,    1285
FSR 0295,320.663,49.857,92.309,-0.179,  0.125,  -2.08,  -2.75,,,    157,    1230
NGC 2126,90.648,49.872,163.236,13.139,  0.225,  -1.38,  -1.71,,,    192,    1100
SAI 43,77.067,49.873,158.604,5.686,  0.090,   0.04,  -2.72,,,     22,    3900
NGC 7243,333.795,49.875,98.85,-5.547,  0.600,  -0.05,  -1.70,  -12.61,    2.47,    773,     850
FSR 0296,320.99,49.93,92.51,-0.275,  0.060,  -5.22,  -3.65,,,     35,    2400
FSR 0690,75.735,50.1,157.906,5.137,  0.140,   1.53,  -5.79,,,    119,    1711
FSR 0440,358.651,50.142,113.688,-11.707,  0.093,  -2.72,  -2.74,,,     46,    6656
NGC 6895,304.035,50.245,85.869,8.335,  0.150,  -3.42,  -2.34,,,    140,    1935
LDN 988e,316.027,50.25,90.543,2.248,  0.115,  -0.19,   0.96,,,     26,     700
NGC 1545,65.295,50.252,153.386,0.209,  0.130,  -0.44,   1.46,  -10.84,    0.10,     70,     863
SAI 143,317.719,50.292,91.304,1.478,  0.080,  -2.28,  -6.00,,,     82,    8999
Teutsch 144,320.423,50.597,92.721,0.455,  0.115,  -1.88,  -1.00,,,    150,    2472
NGC 7801,0.083,50.727,114.723,-11.328,  0.156,  -3.20,  -3.47,,,     65,    1953
FSR 0307,323.524,50.763,94.257,-0.783,  0.075,  -4.86,  -3.48,,,     49,    1500
FSR 0290,314.738,50.765,90.388,3.205,  0.127,  -2.62,  -1.84,,,     88,    1201
Berkeley 67,69.45,50.775,154.827,2.484,  0.155,   0.09,  -1.49,,,    155,    2000
SAI 49,81.608,50.79,159.506,8.591,  0.135,   0.29,  -1.59,,,     70,    3200
NGC 7031,316.774,50.875,91.325,2.315,  0.170,  -1.95,  -4.01,    0.24,    0.20,    386,    1100
FSR 0312,323.721,50.924,94.457,-0.747,  0.055,  -3.19,  -2.37,,,     37,    2700
FSR 0278,307.755,51.015,87.852,6.819,  0.080,  -3.42,  -7.56,,,     35,    2368
Berkeley 53,313.988,51.06,90.305,3.756,  0.250,  -3.98,  -2.54,,,    346,    3301
Barkhatova 2,325.917,51.07,95.59,-1.553,  0.095,  -2.20,  -3.53,,,     78,    1100
ASCC 126,346.455,51.07,106.524,-8.406,  0.280,  -2.02,  -2.97,  -12.70,    1.80,    124,     900
FSR 0667,61.807,51.167,151.155,-0.648,  0.075,  -0.66,  -1.05,,,     37,    1818
IRAS 04324+5106,69.09,51.18,154.374,2.588,  0.135,  -2.45,  -4.79,,,     43,    6408
NGC 1528,63.847,51.19,152.075,0.24,  0.450,   1.20,  -1.38,   -9.15,    0.40,    627,     950
FSR 0322,327.585,51.205,96.48,-2.121,  0.100,  -0.25,  -2.22,,,    113,    1867
FSR 0304,321.158,51.322,93.559,0.646,  0.125,  -0.99,  -1.28,   -1.50,,    189,    1423
FSR 0325,327.66,51.38,96.627,-2.015,  0.140,  -0.70,  -1.91,,,    210,    1800
NGC 1348,53.55,51.4,146.986,-3.707,  0.110,   1.92,  -3.35,,,     85,    1800
FSR 0319,326.64,51.418,96.16,-1.58,  0.130,  -4.01,  -3.13,,,    149,    1680
ASCC 115,329.168,51.525,97.452,-2.487,  0.215,   0.40,  -0.83,   -9.00,    5.80,    146,     750
MWSC 4316,257.618,51.57,78.642,36.377,  0.225,  -4.74,   1.56,,,     35,    1905
NGC 7086,322.613,51.608,94.412,0.226,  0.140,  -3.20,   2.04,   -5.60,    1.70,    275,    1600
FSR 0306,322.087,51.62,94.183,0.458,  0.105,  -4.01,  -1.36,,,    176,    2328
SAI 1,2.112,51.724,116.183,-10.584,  0.065,  -4.20,  -1.78,,,     19,    1905
Berkeley 55,319.25,51.765,93.034,1.799,  0.100,  -3.02,  -7.83,,,     66,    1700
King 7,59.778,51.782,149.799,-1.022,  0.350,  -2.56,   1.26,,,    886,    2628
FSR 0620,37.672,51.805,138.128,-8.114,  0.180,  -2.09,   1.12,,,    151,    2200
FSR 0671,65.618,51.855,152.396,1.486,  0.100,  -1.20,   2.09,,,     36,    3501
FSR 0477,5.745,51.883,118.469,-10.742,  0.120,  -3.76,   2.02,,,     52,    1908
FSR 0617,37.417,51.895,137.946,-8.09,  0.090,   1.73,   0.53,,,     38,    4000
FSR 0663,61.545,51.91,150.536,-0.206,  0.085,  -3.33,   2.00,,,     57,    1700
FSR 0660,60.615,51.917,150.102,-0.581,  0.100,  -4.42,   0.61,,,     78,    3213
ASCC 112,304.095,52.098,87.464,9.31,  0.230,  -0.33,  -0.31,,,     67,     569
Czernik 15,50.8,52.233,145.109,-3.98,  0.075,   1.42,  -0.01,,,     48,    2500
FSR 0316,325.23,52.31,96.079,-0.336,  0.135,  -5.81,   0.15,,,    224,    1940
NGC 7296,337.012,52.33,101.891,-4.585,  0.100,  -3.41,  -4.50,,,     57,    2013
FSR 0507,11.01,52.36,121.783,-10.495,  0.150,  -5.26,   0.37,,,     69,    2203
Berkeley 98,340.654,52.368,103.845,-5.664,  0.170,  -5.83,  -0.37,,,    207,    4201
Kronberger 80,317.959,52.378,92.93,2.795,  0.100,  -3.03,  -3.96,,,     39,    4976
Juchert 19,60.578,52.45,149.734,-0.195,  0.065,  -4.65,  -3.83,,,     24,    3000
BDSB 22,324.113,52.465,95.671,0.232,  0.055,  -4.50,   2.43,,,     35,    2014
FSR 0323,325.815,52.525,96.489,-0.407,  0.060,  -6.61,  -0.28,,,     53,    6699
Czernik 16,52.792,52.632,145.893,-2.969,  0.145,  -2.62,  -0.89,,,    214,    2700
NGC 1444,57.349,52.64,148.105,-1.308,  0.100,  -2.26,  -4.20,    2.00,    2.86,     32,    1300
NGC 1496,61.11,52.645,149.847,0.165,  0.065,  -4.55,   1.14,  -14.43,    0.18,     52,    1300
Berkeley 9,53.163,52.65,146.067,-2.825,  0.130,  -2.39,  -2.43,,,    185,    1550
FSR 0544,19.957,52.667,127.295,-9.964,  0.165,  -2.74,   1.38,,,    113,    1799
Stock 12,353.895,52.685,111.443,-8.486,  0.500,   7.55,  -2.00,  -18.60,    4.10,    145,     430
King 5,48.693,52.697,143.773,-4.276,  0.225,   0.60,   0.40,  -52.00,    2.75,    316,    2200
Berkeley 13,73.942,52.815,155.064,5.922,  0.100,   0.23,   1.51,,,     45,    2800
Waterloo 1,64.657,52.86,151.271,1.787,  0.130,  -2.79,   3.27,,,     49,    4400
IC 1434,332.603,52.86,99.941,-2.67,  0.195,  -6.52,  -3.46,,,    214,    3210
NGC 1708,75.859,52.865,155.737,6.869,  0.240,  -2.95,   0.60,,,    102,     630
FSR 0342,331.971,53.117,99.78,-2.24,  0.130,  -3.45,  -0.70,,,    117,    1942
FSR 0683,77.16,53.22,155.918,7.709,  0.105,  -1.69,  -3.76,,,     55,    1522
Patchick 103,308.733,53.296,90.07,7.669,  0.075,  -4.94,  -5.20,,,     30,    1332
FSR 0341,331.413,53.333,99.636,-1.869,  0.100,  -3.36,  -3.51,,,    104,    6000
NGC 1220,47.922,53.347,143.038,-3.96,  0.085,   0.30,   0.40,,,     58,    2100
Kronberger 84,323.91,53.488,96.266,1.073,  0.090,  -4.26,  -0.16,,,    107,    1310
Kronberger 81,321.545,53.534,95.271,2.068,  0.095,  -1.63,  -0.97,,,     90,    7500
FSR 0362,339.788,53.63,103.996,-4.307,  0.090,  -5.18,  -3.25,,,     77,    5501
FSR 0656,59.715,53.64,148.563,0.366,  0.180,  -1.75,   0.21,,,    219,    1400
FSR 0320,323.85,53.7,96.383,1.254,  0.085,  -4.55,  -1.63,,,     73,    4724
NGC 7128,325.961,53.725,97.336,0.447,  0.090,  -6.90,  -2.76,  -48.25,    1.93,    118,    2301
FSR 0314,321.967,53.742,95.596,2.044,  0.140,  -2.54,   0.22,,,    221,    1710
FSR 0317,323.154,53.755,96.116,1.573,  0.095,  -3.21,   0.08,,,    118,    1934
FSR 0324,324.045,53.805,96.538,1.255,  0.100,  -4.25,  -2.37,,,     56,    4166
FSR 0326,324.537,53.817,96.763,1.07,  0.090,  -6.80,  -3.78,,,     50,    8700
FSR 0655,59.043,53.877,148.107,0.29,  0.090,   1.21,  -2.24,,,     21,    1742
Juchert 11,56.835,53.902,147.081,-0.51,  0.090,  -3.25,  -5.02,,,     51,    3000
FSR 0357,337.707,53.954,103.092,-3.411,  0.075,  -8.15,  -1.78,,,     41,    2500
ASCC 114,325.005,53.965,97.068,0.998,  0.160,  -3.70,  -2.55,  -22.00,    4.90,    105,     590
IC 1442,333.998,53.995,101.27,-2.207,  0.155,  -3.17,  -1.44,  -63.50,    0.90,    151,    1750
FSR 0654,58.901,54.017,147.953,0.344,  0.070,  -1.49,   1.18,,,     26,    4000
FSR 0693,88.058,54.19,158.54,13.695,  0.095,   1.98,  -2.23,,,     22,    2201
NGC 7245,333.81,54.333,101.369,-1.865,  0.160,  -5.62,  -3.20,,,     86,    4000
NGC 7438,344.34,54.375,106.725,-4.867,  0.250,   0.01,  -1.55,  -17.00,    3.70,    223,    1000
King 9,333.885,54.402,101.444,-1.833,  0.085,   0.22,   0.55,,,     26,    8001
ASCC 116,329.625,54.49,99.486,-0.312,  0.140,  -3.50,  -4.50,  -30.60,    3.70,    244,    1500
BDSB 24,322.219,54.608,96.301,2.569,  0.060,  -2.77,  -0.18,,,     22,    1535
NGC 7127,325.921,54.615,97.898,1.139,  0.085,  -7.47,  -1.99,,,     92,    2300
ASCC 128,350.28,54.67,110.033,-5.924,  0.230,  -1.58,  -1.68,,,    126,     900
FSR 0515,12.682,54.765,122.829,-8.107,  0.085,  -4.27,  -2.34,,,     33,    2362
NGC 7175,329.767,54.79,99.734,-0.124,  0.150,  -3.73,  -1.31,,,    251,    2500
FSR 0344,330.43,54.825,100.06,-0.327,  0.090,  -4.98,  -3.23,,,     94,    2300
FSR 0479,5.311,54.827,118.552,-7.788,  0.090,  -3.43,  -1.52,,,     40,    2038
ASCC 121,337.707,54.845,103.55,-2.647,  0.235,  -2.65,  -0.15,  -64.30,    7.40,    182,    2701
Czernik 12,39.843,54.913,138.104,-4.748,  0.125,  -0.78,  -0.34,,,    112,    2000
FSR 0333,326.79,54.928,98.482,1.054,  0.150,  -3.30,  -1.40,,,    262,    6001
FSR 0336,327.726,55.215,99.079,0.935,  0.155,  -4.49,  -3.24,,,    377,    1116
Alessi 2,71.565,55.255,152.276,6.385,  0.335,  -0.91,  -0.75,,,    190,     520
FSR 0338,327.933,55.313,99.232,0.937,  0.075,  -6.26,  -4.22,,,     52,   14655
FSR 0310,316.298,55.323,94.444,5.507,  0.130,  -3.98,  -4.78,,,     75,    5288
IRAS 02130+5509,34.14,55.397,134.882,-5.487,  0.050,   0.72,  -0.67,,,     16,    2500
NGC 7226,332.603,55.398,101.402,-0.594,  0.122,  -2.43,  -2.16,,,     98,    3001
Berkeley 96,337.47,55.405,103.722,-2.097,  0.080,  -4.49,  -3.60,,,     65,    3200
FSR 0653,60.956,55.419,147.939,2.181,  0.070,  -2.47,  -2.66,,,     33,    7317
FSR 0334,326.543,55.435,98.7,1.533,  0.120,  -5.30,  -2.12,,,     65,    2201
BDSB 23,320.1,55.47,96.035,4.035,  0.100,   1.60,  -3.71,,,     28,    5883
NGC 744,29.645,55.478,132.406,-6.154,  0.345,  -0.30,  -3.92,,,    629,    1382
FSR 0365,338.267,55.535,104.177,-2.216,  0.110,  -2.59,  -2.17,,,     94,    3864
ASCC 129,352.027,55.613,111.293,-5.364,  0.260,  -0.63,  -2.88,,,    363,    2000
ASCC 2,4.875,55.645,118.403,-6.946,  0.220,  -1.56,  -1.34,,,    221,    2301
Dolidze 46,350.514,55.745,110.528,-4.959,  0.110,  -2.38,  -1.97,,,     71,    1450
Teutsch 126,333.44,55.753,101.993,-0.572,  0.100,  -0.08,  -3.07,,,     69,    1819
Stock 11,352.845,55.813,111.796,-5.318,  0.108,   0.55,  -1.38,,,     64,    1600
NGC 657,25.849,55.84,130.227,-6.294,  0.095,  -1.07,  -1.53,,,     38,    1934
ASCC 5,14.408,55.855,123.807,-7.006,  0.190,  -1.82,  -3.15,  -43.00,    3.70,     85,     523
Berkeley 94,335.738,55.87,103.135,-1.187,  0.060,  -0.42,  -2.22,,,     32,    2600
Trumpler 2,39.367,55.95,137.438,-3.906,  0.440,   0.78,  -4.00,  -27.50,   11.50,    480,     670
FSR 0384,342.927,56.103,106.752,-2.961,  0.100,  -0.67,  -0.38,,,     87,    3402
NGC 6856,299.822,56.117,89.671,13.521,  0.100,  -0.68,  -3.55,,,     14,    1202
MWSC 5373,286.35,56.34,86.741,20.457,  0.130,  -0.66,  -2.47,,,     34,    1664
FSR 0611,39.383,56.405,137.264,-3.486,  0.165,   2.09,  -3.48,,,    116,    1000
King 6,52.013,56.465,143.347,-0.068,  0.260,   2.45,  -1.82,,,    449,     632
Berkeley 102,354.716,56.626,113.032,-4.844,  0.090,  -3.89,  -1.87,,,     58,    4900
NGC 7789,359.355,56.73,115.539,-5.364,  0.415,   0.62,  -2.87,  -54.71,    0.13,   1430,    1800
FSR 0614,40.62,56.735,137.754,-2.907,  0.130,   0.17,  -2.66,,,    109,    2787
FSR 0356,334.598,56.77,103.094,-0.088,  0.100,  -0.88,  -4.46,,,     87,    2200
FSR 0427,352.361,56.945,111.891,-4.159,  0.115,  -1.42,  -0.11,,,    113,    1633
FSR 0530,17.985,56.985,125.736,-5.775,  0.120,  -3.21,   0.11,,,     61,    3501
Stock 4,28.282,57.01,131.288,-4.857,  0.210,   0.93,   0.49,,,    120,     900
NGC 7423,343.791,57.095,107.616,-2.278,  0.110,   3.91,   1.24,,,     80,    6001
NGC 869,34.74,57.145,134.621,-3.727,  0.535,  -2.81,   0.05,  -41.77,    1.57,   2233,    2300
NGC 884,35.513,57.145,135.017,-3.585,  0.440,  -4.00,   1.65,  -43.55,    0.94,   1609,    2345
ASCC 120,337.567,57.195,104.69,-0.59,  0.210,  -2.58,  -2.25,  -60.80,    1.80,    206,    1500
Alicante 1,59.785,57.24,146.252,3.127,  0.060,  -1.76,   1.36,  -32.40,,     23,    4299
NGC 7235,333.09,57.265,102.692,0.782,  0.092,  -4.54,  -2.35,  -53.70,,    106,    2700
SAI 25,45.097,57.285,139.693,-1.329,  0.135,   2.04,   1.94,,,     92,    2300
MWSC 5012,96.832,57.46,157.51,19.52,  0.125,  -2.41,  -1.00,,,     31,    2492
IC 1396,324.75,57.49,99.295,3.735,  0.740,  -2.29,  -4.05,  -12.40,    3.43,   1068,     600
Berkeley 92,321.195,57.532,97.924,5.07,  0.105,  -2.29,  -1.62,,,    102,    6000
NGC 957,38.377,57.573,136.302,-2.625,  0.290,  -1.01,   1.39,  -40.88,    3.00,    568,    1900
